Time [s],HSYNC,VSYNC,INTENSITY,VIDEO
419379083,0,1,0,0
419379250,0,1,0,1
419379333,0,1,0,0
419379458,0,1,0,1
419379500,0,1,0,0
419379958,1,1,0,0
419386958,0,1,0,0
419388500,0,1,0,1
419388583,0,1,0,0
419388750,0,1,0,1
419388833,0,1,0,0
419389000,0,1,0,1
419389083,0,1,0,0
419389250,0,1,0,1
419389333,0,1,0,0
419389500,0,1,0,1
419389583,0,1,0,0
419389750,0,1,0,1
419389833,0,1,0,0
419390000,0,1,0,1
419390083,0,1,0,0
419390250,0,1,0,1
419390333,0,1,0,0
419390500,0,1,0,1
419390583,0,1,0,0
419390750,0,1,0,1
419390833,0,1,0,0
419391000,0,1,0,1
419391083,0,1,0,0
419391250,0,1,0,1
419391333,0,1,0,0
419391500,0,1,0,1
419391583,0,1,0,0
419391750,0,1,0,1
419391833,0,1,0,0
419392000,0,1,0,1
419392083,0,1,0,0
419392250,0,1,0,1
419392333,0,1,0,0
419392500,0,1,0,1
419392583,0,1,0,0
419392750,0,1,0,1
419392833,0,1,0,0
419393000,0,1,0,1
419393083,0,1,0,0
419393250,0,1,0,1
419393333,0,1,0,0
419393500,0,1,0,1
419393583,0,1,0,0
419393750,0,1,0,1
419393833,0,1,0,0
419394000,0,1,0,1
419394083,0,1,0,0
